,Movie Title,Certification,Runtime,Rating,Release Year,Metascore
181,The Accountant,R,128,7.3,2016,51
182,The Commuter,PG-13,105,6.3,2018,56
183,Mortal Kombat,,,,2021,
184,Passengers,PG-13,116,7.0,2016,41
185,Under the Skin,R,108,6.3,2013,78
186,In the Shadow of the Moon,TV-MA,115,6.2,2019,48
187,Black and Blue,R,108,6.2,2019,54
188,Fargo,R,98,8.1,1996,85
189,Fractured,TV-MA,99,6.3,2019,36
190,The Warriors,R,92,7.6,1979,65
191,The Fast and the Furious,PG-13,106,6.8,2001,58
192,Pet Sematary,R,101,5.7,2019,57
193,Les Misérables,R,104,7.8,2019,78
194,The Talented Mr. Ripley,R,139,7.4,1999,76
195,The Island,PG-13,136,6.8,2005,50
196,Twister,PG-13,113,6.4,1996,68
197,Nightcrawler,R,117,7.9,2014,76
198,Escape Room,PG-13,99,6.3,2019,48
199,Alien: Covenant,R,122,6.4,2017,65
200,High Life,R,113,5.9,2018,77
201,Bloodline,R,97,6.0,2018,50
202,Charlie's Angels,PG-13,98,5.5,2000,52
203,28 Days Later...,R,113,7.6,2002,73
204,Deepwater Horizon,PG-13,107,7.1,2016,68
205,Hell or High Water,R,102,7.6,2016,88
206,Sin City,R,124,8.0,2005,74
207,The Killing of a Sacred Deer,R,121,7.1,2017,73
208,Hotel Mumbai,R,123,7.6,2018,62
209,The Predator,R,107,5.4,2018,48
210,End of Watch,R,109,7.6,2012,68
211,Mortal Engines,PG-13,128,6.1,2018,44
212,Mulholland Dr.,R,147,7.9,2001,83
213,I Am Mother,TV-14,113,6.8,2019,64
214,The Butterfly Effect,R,113,7.6,2004,30
215,Wind River,R,107,7.7,2017,73
216,The Hitman's Bodyguard,R,118,6.9,2017,47
217,Blue Velvet,R,120,7.8,1986,76
218,Dr. No,PG,110,7.3,1962,78
219,Gone in 60 Seconds,PG-13,118,6.5,2000,35
220,Nocturnal Animals,R,116,7.5,2016,67
221,Lucy,R,89,6.4,2014,61
222,Die Hard,R,132,8.2,1988,72
223,Monos,R,102,7.2,2019,78
224,Furious 6,PG-13,130,7.1,2013,61
225,Bacurau,,131,7.8,2019,74
226,Now You See Me,PG-13,115,7.3,2013,50
227,Life,R,104,6.6,2017,54
228,Gerald's Game,TV-MA,103,6.6,2017,77
229,Starship Troopers,R,129,7.2,1997,51
230,Jaws,PG,124,8.0,1975,87
231,Apocalypto,R,139,7.8,2006,68
232,In Bruges,R,107,7.9,2008,67
233,Cloverfield,PG-13,85,7.0,2008,64
234,Them That Follow,R,98,5.3,2019,57
235,I See You,R,96,6.6,2019,65
236,Killers of the Flower Moon,,,,2021,
237,The Hunger Games: Mockingjay - Part 2,PG-13,137,6.5,2015,65
238,Skyscraper,PG-13,102,5.8,2018,51
239,Dragonball Evolution,PG,85,2.5,2009,45
240,Predator,R,107,7.8,1987,45
241,Furious 7,PG-13,137,7.2,2015,67
242,Total Recall,R,113,7.5,1990,57
243,Point Break,R,122,7.3,1991,58
244,Dirty Harry,R,102,7.7,1971,90
