,Movie Title,Certification,Runtime,Rating,Release Year,Metascore
133,The Lorax,PG,86,6.4,2012,46
134,Guava Island,TV-MA,55,6.7,2019,
135,Disenchanted,,,,,
136,Hairspray,PG,92,6.9,1988,77
137,Tenacious D in the Pick of Destiny,R,93,6.8,2006,55
138,Pepe,Unrated,180,5.6,1960,
139,Funny Girl,G,151,7.4,1968,89
140,Sing 2,,,,2021,
141,Movie Movie,PG,105,6.4,1978,
142,"New York, New York",PG,155,6.7,1977,64
143,Oliver!,G,153,7.4,1968,74
144,Xanadu,PG,96,5.2,1980,35
145,Dumbo,G,64,7.2,1941,96
146,The Muppet Movie,G,95,7.6,1979,74
147,The Adventures of Pinocchio,G,96,5.2,1996,
148,One Hour with You,Passed,78,7.2,1932,
149,Tommy,PG,111,6.6,1975,66
150,Hair,PG,121,7.6,1979,68
151,Muppet Treasure Island,G,99,7.0,1996,64
152,"South Park: Bigger, Longer & Uncut",R,81,7.7,1999,73
153,Repo! The Genetic Opera,R,98,6.6,2008,32
154,Bugsy Malone,G,93,6.9,1976,71
155,Seven Brides for Seven Brothers,Approved,102,7.4,1954,75
156,All Dogs Go to Heaven,G,84,6.8,1989,50
157,The Great Mouse Detective,G,74,7.2,1986,73
158,Evita,PG,135,6.3,1996,45
159,Teen Titans GO! to the Movies,PG,84,6.8,2018,69
160,Muppets Most Wanted,PG,107,6.4,2014,61
161,Song of the South,Approved,94,7.1,1946,54
162,Lagaan: Once Upon a Time in India,PG,224,8.1,2001,84
163,An American Tail,G,80,6.9,1986,38
164,K-12,Not Rated,96,6.4,2019,
165,School Daze,R,121,6.0,1988,49
166,Step Up China,,100,3.2,2019,
167,South Pacific,Approved,157,6.8,1958,
168,The King and I,G,133,7.4,1956,72
169,The Meaning of Life,R,107,7.6,1983,
170,My Little Pony: The Movie,PG,99,6.1,2017,39
171,Charlotte's Web,G,94,6.9,1973,
172,The Wiz,G,134,5.4,1978,53
173,Bye Bye Birdie,Approved,112,6.6,1963,
174,Victor Victoria,PG,134,7.6,1982,84
175,Rio 2,G,101,6.3,2014,49
176,Sunshine on Leith,PG,100,6.6,2013,66
177,Sholay,Not Rated,162,8.2,1975,
178,Paint Your Wagon,PG-13,164,6.6,1969,50
179,The Many Adventures of Winnie the Pooh,G,74,7.6,1977,
180,The Pirate Movie,PG,98,5.3,1982,19
181,The Best Little Whorehouse in Texas,R,114,5.9,1982,40
182,Ae Dil Hai Mushkil,Not Rated,158,5.8,2016,40
183,Happy Feet Two,PG,100,5.9,2011,50
184,Gentlemen Prefer Blondes,Not Rated,91,7.2,1953,
185,A Chorus Line,PG-13,113,6.2,1985,46
186,Kazaam,PG,93,3.0,1996,24
187,Quest for Camelot,G,86,6.3,1998,
188,Breakin' 2: Electric Boogaloo,PG,94,5.1,1984,55
189,Funny Face,Not Rated,103,7.0,1957,
190,Hoodwinked!,PG,80,6.4,2005,45
191,Oklahoma!,G,145,7.0,1955,
192,Meet Me in St. Louis,Not Rated,113,7.6,1944,
193,"Tick, Tick... Boom",,,,,
194,Jesus Christ Superstar,G,106,7.4,1973,64
195,Devdas,Not Rated,185,7.6,2002,
196,Rockstar,Not Rated,159,7.7,2011,
197,The Brave Little Toaster,Not Rated,90,7.3,1987,
198,The New Adventures of Pippi Longstocking,G,100,6.0,1988,
199,Romance & Cigarettes,R,105,6.3,2005,55
200,Thumbelina,G,86,6.3,1994,
201,The Umbrellas of Cherbourg,Not Rated,91,7.8,1964,86
202,White Christmas,Not Rated,120,7.6,1954,
203,Naughty Marietta,Passed,105,6.7,1935,
204,Dear Evan Hansen,,,,,
205,Raise Your Voice,PG,103,5.9,2004,33
206,Wingmen,,,,(III,
207,Winnie the Pooh,G,63,7.2,2011,74
208,Guys and Dolls,Not Rated,150,7.2,1955,
209,Duck Soup,Not Rated,69,7.8,1933,93
210,An American Tail: Fievel Goes West,G,75,6.5,1991,
211,"Rich, Young and Pretty",Passed,95,5.8,1951,
212,A Funny Thing Happened on the Way to the Forum,Approved,99,6.9,1966,
213,Blues Brothers 2000,PG-13,123,4.9,1998,
214,Shrek the Musical,TV-G,130,7.1,2013,
215,The Swan Princess,G,90,6.4,1994,
216,Everybody's Talking About Jamie,,,,2020,
217,Yentl,PG,133,6.5,1983,
218,Daddy Long Legs,Approved,126,6.7,1955,
219,A Hard Day's Night,G,87,7.6,1964,96
220,The Court Jester,Approved,101,7.9,1955,
