,Movie Title,Certification,Runtime,Rating,Release Year,Metascore
128,Moulin Rouge!,PG-13,127,7.6,2001,66
129,Ordinary Love,R,92,7.2,2019,74
130,Official Secrets,R,112,7.3,2019,63
131,The Concubine,Unrated,122,6.1,2012,
132,Ghost,PG-13,127,7.0,1990,52
133,As Good as It Gets,PG-13,139,7.7,1997,67
134,Bill & Ted's Excellent Adventure,PG,90,6.9,1989,44
135,Vertigo,PG,128,8.3,1958,100
136,Higher Learning,R,127,6.5,1995,54
137,Edward Scissorhands,PG-13,105,7.9,1990,74
138,Midnight in Paris,PG-13,94,7.7,2011,81
139,The Bad Batch,R,118,5.3,2016,62
140,Olympic Dreams,PG-13,85,5.5,2019,55
141,Radioactive,PG-13,109,6.4,2019,55
142,Secretary,R,107,7.0,2002,63
143,The Aftermath,R,108,6.3,2019,43
144,The Girl Next Door,R,109,6.7,2004,47
145,The Secret: Dare to Dream,PG,,,2020,
146,The Terminal,PG-13,128,7.3,2004,55
147,Footloose,PG,107,6.6,1984,42
148,The Danish Girl,R,119,7.1,2015,66
149,Pride and Prejudice and Zombies,PG-13,108,5.8,2016,45
150,Inherent Vice,R,148,6.7,2014,81
151,Anna Karenina,R,129,6.6,2012,63
152,Amélie,R,122,8.3,2001,69
153,Cast Away,PG-13,143,7.8,2000,73
154,She's Out of My League,R,104,6.4,2010,46
155,Big Fish,PG-13,125,8.0,2003,58
156,"To All the Boys: Always and Forever, Lara Jean",,,,2020,
157,Pearl Harbor,PG-13,183,6.2,2001,44
158,Hercules,G,93,7.3,1997,74
159,The Dreamers,NC-17,115,7.2,2003,62
160,Easy A,PG-13,92,7.1,2010,72
161,Snow White and the Huntsman,PG-13,127,6.1,2012,57
162,Just Friends,PG-13,96,6.2,2005,47
163,The Little Mermaid,G,83,7.6,1989,88
164,When Harry Met Sally...,R,95,7.6,1989,76
165,Jerry Maguire,R,139,7.3,1996,77
166,She's All That,PG-13,95,5.9,1999,51
167,King Kong,PG-13,187,7.2,2005,81
168,A Ghost Story,R,92,6.8,2017,84
169,Say Anything...,PG-13,100,7.3,1989,85
